Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity
NEUROBION FORTE TABLET 30'S,GENERAL MEDICINE,STRIP,2::20,3::0,2
NEUROMAX 1500,GENERAL MEDICINE,INJ,0::0,10::0,0
NEUROZAN TAB,GENERAL MEDICINE,PACKET,4::0,33::0,3
NEUROZIDE-GN,GENERAL MEDICINE,TAB,1::0,72::0,1
NEW LECOPE AD STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,0::0,0
NEWBONA ACTIVE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5::0,59::0,2
NEWBONA JELLY SACHETS,GENERAL MEDICINE,SACHET,0::0,18::0,0
NEXA,GENERAL MEDICINE,IV,0::0,2::0,0
NEXITO 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
NEXITO FORTE TABLET,GENERAL MEDICINE,STRIP,0::0,3::0,0
NEXITO PLUS TABLET,GENERAL MEDICINE,STRIP,0::0,10::0,0
NEXOVAS 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,10::0,0
NEXOVAS TM 25,GENERAL MEDICINE,TAB,0::0,5::0,0
NEXOVAS TM 50,GENERAL MEDICINE,TAB,0::0,5::0,0
NICARDIA RETARD 10MG TABLET,GENERAL MEDICINE,STRIP,3::0,6::0,2
NICARDIA RETARD 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::9,3::0,0
NICODIN 5% BOTTLE OF 100ML SOLUTION,GENERAL MEDICINE,BOTTLE,0::0,5::0,0
NICODIN 7.5 %GENERAL SURGERY SCRUB 100ML,GENERAL SURGERY,BOTTLE,19::0,79::0,6
NICODINE 10% SOLUTION 100ML,GENERAL MEDICINE,BOTTLE,0::0,179::0,0
NICODINE 5% SOLUTION 100ML,GENERAL MEDICINE,BOTTLE,0::0,130::0,0
NICOFLOX INF,GENERAL MEDICINE,VIAL,0::0,5::0,0
NICOPENTA DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,1::9,40::0,1
NIMODIP 30MG TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,0
NIPCARE CREAM 20GM,GENERAL MEDICINE,TUBE,1::0,8::0,1
NIR NIRMET 100 ML,GENERAL MEDICINE,BOTTLE,100::0,330::0,100
NIRTIN-IV,GENERAL SURGERY,INFUSOIN,3::0,5::0,1
NISE AP,GENERAL MEDICINE,TAB,,9::0,6
NITROCIN 25MG INJ,GENERAL MEDICINE,AMPOULE,4::0,20::0,3
NITROPLUS INJ 5ML,GENERAL MEDICINE,AMPOULE,0::0,5::0,0
NO SCARS CREAM 20GM,GENERAL MEDICINE,TUBE,0::0,1::0,0
NORAD INJ 2ML,GENERAL MEDICINE,AMPOULE,4::0,10::0,0
NORFLOX 400MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
NORFLOX TZ RF STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,5::0,0
NORTIPAN TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
NOSIKIND P 0.5% BOTTLE OF 10ML NASAL SPRAY,PED,BOTTLE,1::0,2::0,1
NOSTRA CR 10MG TAB 10'S,GENERAL MEDICINE,STRIP,1::8,156::0,5
NOSTRA CR 15MG TAB 5'S,GENERAL MEDICINE,STRIP,10::0,91::0,5
NOVACLAV 1.2GM INJ,GENERAL MEDICINE,INJECTION,0::0,58::0,1
NOVAMOX 125 MG ORAL SUSPENSION 60 ML,GENERAL MEDICINE,BOTTLE,5::0,6::0,0
NOVAMOX 250MG REDIUSE SUSPENSION 60ML,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
NOVEFOS SACHET 8GM,GENERAL MEDICINE,SACHET,0::0,8::0,0
NOVELON STRIP OF 21 TABLETS,GENERAL MEDICINE,STRIP,3::0,60::0,2
NS (INFUTEC) 100 ML,GENERAL MEDICINE,BOTTLE,0::0,100::0,0
NS 1000ML IV,GENERAL MEDICINE,VIAL,-28::0,14::0,-28
NS 1000ML IV (PDPL),GENERAL MEDICINE,VIAL,9::0,14::0,5
NS 100ML,GENERAL MEDICINE,INJECTION,272::0,12450::0,536
NS 3% INF 100ML,GENERAL MEDICINE,INFUSION,1::0,5::0,1
NS 3000 ML (INFUTEC),GENERAL MEDICINE,PACKET,8::0,30::0,11
NS 500ML,GENERAL SURGERY,INJECTION,12::0,5277::0,72
NS,GENERAL MEDICINE,INFUSION,0::0,25::0,0
NUCOXIA P STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::10,3::0,1
NUCOXIA SP TABLET,GENERAL MEDICINE,STRIP,0::1,12::0,0
NUFORCE 150MG TABLET 2'S,GENERAL MEDICINE,STRIP,6::1,55::0,14
NUFORCE 200MG TAB 2'S,GENERAL MEDICINE,STRIP,0::1,10::0,0
NUFORCE SOAP 75GM,GENERAL MEDICINE,WRAP,2::0,39::0,4
NULIFE,GENERAL SURGERY,GLOVES 6 NO,155::0,190::0,155
NULIFE  GLOVES 6.5,GENERAL SURGERY,GLOVES,79::0,755::0,11
NULIFE GLOVES 7 ONE PAIR,HOSPITAL CPMH,PACKET,64::0,1616::0,38
NULIFE GLOVES,HOSPITAL CPMH,7.5,100::0,1421::0,46
NUROCOT P TAB,GENERAL MEDICINE,STRIP,0::0,11::0,0
NURODAY 1500MCG AMPOULE OF 1ML SOLUTION FOR INJECTION,GENERAL MEDICINE,AMPOULE,1::0,1::0,1
NUROKIND,GENERAL MEDICINE,SYP,0::0,2::0,0
NUROKIND 500 MCG CAPSULE 6,GENERAL MEDICINE,STRIP,0::0,2::0,0
NUROKIND 500MCG INJ 1ML,GENERAL MEDICINE,AMPOULE,9::0,168::0,3
NUROKIND 5GM GOLD SACHET,GENERAL MEDICINE,SACHET,25::0,144::0,12
NUROKIND D3 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,13::0,3
NUROKIND GOLD INJECTION,GENERAL MEDICINE,AMPOULE,6::0,898::0,0
NUROKIND GOLD RF STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,9::8,402::0,3
NUROKIND GOLD SACHET,GENERAL MEDICINE,SACHET,0::0,193::0,0
NUROKIND LC INJECTION 5ML,GENERAL MEDICINE,AMPOULE,15::0,130::0,0
NUROKIND LC STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::6,203::0,2
NUROLITE,GENERAL MEDICINE,INJECTION,0::0,192::0,2
NUROLITE,GENERAL MEDICINE,TAB,5::0,48::0,6
NUROMAC FORTE,GENERAL MEDICINE,TAB,0::0,1::0,0
NUROMAC MD,GENERAL MEDICINE,TAB,8::0,119::0,10
NUSAM 400MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,10::0,0
NUZORB,GENERAL MEDICINE,TAB,4::0,240::0,5
NYCIL COOL CHANDAN POWDER 50 GM,HOSPITAL CPMH,JAR,0::0,1::0,0
NYLUS 2.0  3336 ETHILON,GENERAL SURGERY,SUT,3::0,12::0,3
O2 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::3,52::0,3
O2,GENERAL MEDICINE,SYP,2::0,2::0,2
OA KNEE SUPPORT LEFT VALGUS,ORTH,MEDIUM,1::0,1::0,0
OA KNEE SUPPORT RIGHT VVARUS,ORTH,MEDIUM,0::0,1::0,0
OCTIRION,GENERAL MEDICINE,INJ,0::0,3::0,3
OCUPOL EYE/EAR DROPS 5ML,ENT,BOTTLE,1::0,4::0,0
OCUVIR 5% SKIN CREAM 5GM,GENERAL MEDICINE,TUBE,0::0,1::0,0
OCUVIR DT 400MG TABLET,GENERAL MEDICINE,STRIP,0::0,3::0,0
OCUVIR DT 800MG TAB,GENERAL MEDICINE,STRIP,0::0,2::0,0
ODASTIN M STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,26::0,0
ODOMOS CREAM 25GM,HOSPITAL CPMH,TUBE,0::0,3::0,0
ODOXIL 500MG TABLET,GENERAL MEDICINE,STRIP,3::5,9::0,2
OFLOGLAN,GENERAL SURGERY,IV,1::0,10::0,1
OFLOKEM INF,GENERAL MEDICINE,INJECTION,0::0,32::0,0
OFLOX 0.3% E/E DROPS 5ML,ENT,BOTTLE,1::0,2::0,1
OFLOX 200MG INF,GENERAL MEDICINE,VIAL,4::90,25::0,4
OFLOX 200MG TABLET,GENERAL MEDICINE,STRIP,0::0,12::0,5
OFLOX 50MG REDIUSE,GENERAL MEDICINE,BOTTLE,0::0,6::0,0
OFLOXACIN INJ 100ML,GENERAL MEDICINE,VIAL,0::0,2::0,0
OFUXIN INJ,GENERAL MEDICINE,INJECTION,1::0,172::0,2
OKACET 10MG TABLET,GENERAL MEDICINE,STRIP,6::4,235::0,7
OKAMET 500MG STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0::10,1::0,0
OLEANZ 5MG TABLET,GENERAL MEDICINE,STRIP,0::9,3::0,0
OLMARK AH TABLET,GENERAL MEDICINE,STRIP,0::0,36::0,0
OLMEBLU 20MG TAB 15'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
OLMEBLU AM 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,4::0,0
OLMESAR 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,1
OLMETIME AMH 20MG TABLET,GENERAL MEDICINE,STRIP,0::0,3::0,0
OLMEZEST 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,0::0,0
OLMEZEST AM 20MG TABLET,GENERAL MEDICINE,STRIP,0::0,8::0,0
OLMO AM TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,0
OLSAR A 40MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
OLSAR CH 20/6.25MG TAB 10'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
OLSERTAIN 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
OMEE 20MG STRIP OF 20 CAPSULES,GENERAL MEDICINE,STRIP,0::0,1::0,0
OMEZ D CAP 15'S,GENERAL MEDICINE,STRIP,0::11,10::0,0
OMEZ DSR STRIP OF 15 CAPSULES,GENERAL MEDICINE,STRIP,0::10,1::0,0
OMEZ O,GENERAL MEDICINE,SUSP,0::0,1::0,0
OMITAX,GENERAL MEDICINE,INJ,1::0,49::0,0
OMNACORTIL 10,GENERAL MEDICINE,TAB,21::5,37::0,10
OMNACORTIL 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4::0,10::0,4
OMNACORTIL 5MG SUSP 60ML,GENERAL MEDICINE,BOTTLE,0::0,16::0,0
OMNACORTIL 5MG TABLET,GENERAL MEDICINE,STRIP,5::5,20::0,9
OMNI GEL 30GM,GENERAL MEDICINE,TUBE,0::0,1::0,0
ONDANSETRAN 2MG INJ 2ML,GENERAL MEDICINE,I V AMPOULE,0::0,50::0,0
ONDEM 4MG TABLET,GENERAL MEDICINE,STRIP,0::0,2::0,1
ONDEM SYP,GENERAL MEDICINE,BOTTLE,2::0,50::0,1
ONDERO MET 2.5MG/500MG,GENERAL MEDICINE,STRIP,1::0,2::0,0
ONDIFIX,GENERAL SURGERY,INJ,-10::0,10::0,-10
ONDODER,GENERAL MEDICINE,INJ,42::0,1529::0,0
ONFUROX 250MG,GENERAL MEDICINE,TAB,3::1,115::0,2
ONFUROX 500 MG,GENERAL MEDICINE,TAB,36::0,821::0,17
ONVIN 4 MG INJECTION 2 ML X 5,GENERAL MEDICINE,BOTTLE,0::0,160::0,0
ONVIN INJ,GENERAL MEDICINE,INJECTION,0::0,580::0,0
OPHTHALMIC DRAPE PLAIN SHEET SIZE 100 X 70 CM INCISE AREA 7 X 9 CM D700 20 NO'S,HOSPITAL CPMH,PACKET,0::0,0::0,0
OPOX 200MG TABLET,GENERAL MEDICINE,STRIP,4::6,22::0,4
OPOX CV 200MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,7::3,29::0,7
OPTY SET 10CM 2.7MRS,HOSPITAL CPMH,BOX,0::0,24::0,0
ORAL-B 123 TOOTH BRUSH,HOSPITAL CPMH,PACKET,4::0,40::0,4
ORASEP GEL LIQUID,GENERAL MEDICINE,BOTTLE,3::0,7::0,3
ORCIBEST 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
ORENEM 1GM,GENERAL MEDICINE,INJ,5::0,15::0,5
ORGARD,GENERAL SURGERY,MOUTH WASH,0::0,5::0,0
ORITAXIM 1GM INJ,GENERAL MEDICINE,INJECTION,0::0,107::0,0
ORNEM,GENERAL MEDICINE,INJ,0::0,7::0,0
ORNILAS,GENERAL MEDICINE,INJ,2::0,5::0,2
OROFER FCM INJ 10ML,GENERAL MEDICINE,VIAL,0::0,4::0,0
OROFER S 200MG INJECTION 10ML,GENERAL MEDICINE,AMPOULE,0::0,17::0,0
OROFER XT BOTTLE OF 30 TABLETS,GENERAL MEDICINE,BOTTLE,0::0,2::0,0
OROFER XT TAB 10`S,GENERAL MEDICINE,STRIP,2::2,84::0,0
OROGARD FRESH MINT FLAVOUR MOUTHWASH 100ML,HOSPITAL CPMH,BOTTLE,14::0,240::0,1
OROGARD MOUTH WASH 60ML,HOSPITAL CPMH,BOTTLE,0::0,41::0,0
ORS APPLE FLAVOUR TETRAPACK OF 200ML LIQUID,HOSPITAL CPMH,TETRAPACK,1::0,12::0,1
ORS ORANGE FLAVOUR TETRAPACK OF 200ML LIQUID,HOSPITAL CPMH,TETRAPACK,3::0,43::0,3
ORS POWDR 21GM,HOSPITAL CPMH,SACHET,3::0,5::0,3
ORTHO,ORTH,GLOVES,17::0,20::0,1
ORTHO GLOVES NO 8,GENERAL SURGERY,GLOVES,10::0,89::0,1
ORTHO GLOVUS,ORTH,7.5 NO,22::0,28::0,22
OSTEOFOS 35MG TABLET,ORTH,STRIP,1::0,7::0,1
OSTEOFOS 70MG TABLET,ORTH,STRIP,1::0,14::0,1
OSTEOKIT,ORTH,BOTTLE,1::0,5::0,0
OSTODOL,ORTH,GEL,1::0,69::0,1
OTEK AC NEO EAR DROP 5ML,ENT,BOTTLE,0::0,8::0,0
OTEK AF,ENT,DROP,1::0,3::0,2
OTOGESIC BOTTLE OF 10ML EAR DROPS,ENT,BOTTLE,1::0,51::0,2
OTRIVIN ADULT 0.1% NASAL SPRAY,ENT,BOTTLE,2::0,55::0,1
OTRIVIN C 0.05% BOTTLE OF 10ML NASAL SPRAY,ENT,BOTTLE,0::0,1::0,0
OTRIVIN OXY FAST ADULT RELIEF NASALSPRAY,ENT,BOTTLE,0::0,3::0,0
OTRIVIN PAEDIATRIC 0.05 % NASAL DROPS 10 ML,PED,BOTTLE,2::0,15::0,1
OVAA SHIELD DS CAPSULE 30,OBGY,STRIP,2::0,2::0,2
OVABLESS MYO ORANGE FLAVOUR STRIP OF 10 CHEWABLE TABLETS,OBGY,STRIP,15::0,423::0,41
OVABLESS STRIP OF 10 TABLETS,OBGY,STRIP,11::0,42::0,4
OVACARE STRIP OF 15 TABLETS,OBGY,STRIP,0::0,3::0,0
OVIGYN 75MG DSR STRIP OF 7 TABLETS,OBGY,STRIP,3::0,9::0,1
OVIPAUZ L TABLET,OBGY,STRIP,0::0,6::0,0
OVRAL L STRIP OF 21 TABLETS,OBGY,STRIP,6::0,14::0,4
OXIDET -OXY,GENERAL SURGERY,SENSOR,1::0,1::0,1
OXIPOD 50MG SUSP 30ML,PED,BOTTLE,0::0,5::0,0
OXIPOD DROPS 10ML,PED,BOTTLE,0::0,1::0,0
OXUM ANTISEPTIC SPRAY BOTTLE OF 100ML,HOSPITAL CPMH,BOTTLE,1::0,21::0,0
OXYGEN ADULT MASK,GENERAL MEDICINE,PACKET,1::0,3::0,1
OXYGEN MASK PEAD 1'S,HOSPITAL CPMH,PACKET,0::0,1::0,0
OXYSPAS 5MG TABLET,GENERAL MEDICINE,STRIP,1::0,3::0,1
P U C 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::4,13::0,0
PACE SP,GENERAL MEDICINE,TAB,2::2,28::0,2
PAINTAWIN,GENERAL MEDICINE,INJ,9::0,201::0,8
PALSINURON CAP 30'S,GENERAL MEDICINE,STRIP,4::24,22::0,4
PAMPERS ACTIVE BABY DIAPER,PED,PACK,10::0,40::0,10
PAMPERS ACTIVE BABY PANTS MEDIUM DIAPER 9,PED,PACKET,0::0,2::0,0
PAMPERS NEW BORN,PED,DIAPER,0::0,8::0,0
PAMPERS NEW BORN DIAPER PANTS XS 10'S,PED,PACKET,1::0,1::0,1
PAN 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::-3,42::0,1
PAN 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::5,59::0,4
PAN 80MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::10,11::0,2
PAN MPS BOTTLE OF 200ML SUSPENSION,GENERAL MEDICINE,BOTTLE,0::0,19::0,6
PANDIUM,GENERAL MEDICINE,INJ,2::0,45::0,2
PANEASE DSR,GENERAL MEDICINE,CAP,0::5,180::0,8
PANSALVE DSR CAP,GENERAL MEDICINE,STRIP,12::2,10::0,12
PANTAB 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
PANTAFAST DSR,GENERAL MEDICINE,CAP,1::4,40::0,1
PANTAFULL,GENERAL SURGERY,INJ,1::0,0::0,1
PANTAKIND 40,GENERAL MEDICINE,TAB,1::0,12::0,1
PANTAKIND 40MG TAB 15'S,GENERAL MEDICINE,STRIP,1::5,149::0,1
PANTAKIND FLUX CAPSULE,GENERAL MEDICINE,STRIP,4::5,27::0,1
PANTAKIND INJ 10ML,GENERAL MEDICINE,INJECTION,1::0,150::0,1
PANTIN 40MG INJ,GENERAL MEDICINE,VIAL,1::0,2::0,1
PANTIN L CAPSULE,GENERAL MEDICINE,STRIP,0::0,3::0,0
PANTOCID 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,5::0,0
PANTOCID IT CAPSULE,GENERAL MEDICINE,STRIP,0::0,11::0,1
PANTOCLAS 40 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,0::0,50::0,0
PANTOCOAT DSR,GENERAL MEDICINE,CAPSULE,0::3,30::0,20
PANTOFRESH D,GENERAL MEDICINE,TAB,2::3,44::0,2
PANTOFRESH DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,12::0,36::0,0
PANTOGLEN DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::5,26::0,0
PANTOLET,GENERAL SURGERY,INJ,8::0,480::0,8
PANTOP MPS MINT FLAV SF SYP 200ML,GENERAL MEDICINE,BOTTLE,0::0,1::0,0
PANTORIDE,GENERAL SURGERY,INJ,0::0,724::0,0
PANTOSEC D TABLET,GENERAL MEDICINE,STRIP,0::9,80::0,0
PANTOSEC DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,1::0,20::0,1
PANTOZEE 40MG INJ,GENERAL MEDICINE,INJECTION,207::0,852::0,54
PANZOLAB,GENERAL MEDICINE,INJ,4::0,85::0,4
PAPER TAPE 1 INCH PRESENS NM,HOSPITAL CPMH,PACKET,0::0,3::0,0
PAPER TAPE 2 INCH PRESENS NM,HOSPITAL CPMH,PACKET,4::0,6::0,4
PARACIP 650MG TABLET,GENERAL MEDICINE,STRIP,0::8,2::0,0
PARAMAY IV 1% INFUSION 100ML,GENERAL MEDICINE,INFUSION,5::0,9::0,5
PARAZEX,GENERAL SURGERY,IV,0::0,80::0,0
PAUSE 500MG TABLET,GENERAL MEDICINE,STRIP,3::0,29::0,3
PAUSE INJ 5ML,GENERAL MEDICINE,AMPOULE,0::0,20::0,0
PAUSE MF STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2::4,51::0,2
PEAK FLOW METER KIT,GENERAL MEDICINE,BOX,5::0,8::0,4
PEARS PURE AND GENTLE SOAP 100 GM,HOSPITAL CPMH,PACKET,0::0,1::0,0
PEDIA DRIP PEDIATRIC MEASURED VOLUME IV SET SS-3058,PED,BOX,8::0,39::0,13
PEDIA DRIP PLUS (ROMSONS),PED,PACKET,0::0,0::0,0
PENIDURE LA 12 INJ,GENERAL MEDICINE,VIAL,0::0,10::0,2
PENTAB 20MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::0,1::0,0
PENTAB D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::6,5::0,0
PENTAZOCINE PEFLINE,GENERAL MEDICINE,INJ,0::0,80::0,0
PENTRELIFE 1ML,GENERAL MEDICINE,INJ,0::0,30::0,0
PERINORM INJ 2ML,GENERAL MEDICINE,AMPOULE,0::0,55::0,0
PERMTRIN,GENERAL MEDICINE,LOTION,0::0,1::0,0
PERPETIL,GENERAL MEDICINE,INJ,5::0,100::0,5
PEXEP CR 12.5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
PFANTO D 40MG CAPSULE,GENERAL MEDICINE,STRIP,2::7,90::0,0
PFANTO INJ,GENERAL MEDICINE,INJ,5::0,1586::0,0
PHENERGAN 25MG AMPOULE OF 2ML SOLUTION FOR INJECTION,GENERAL MEDICINE,AMPOULE,5::0,15::0,5
PHOTOFUSION I.V. SET,GENERAL MEDICINE,PACKET,3::0,3::0,3
PIBACT 4.5GM INJ,GENERAL MEDICINE,INJECTION,0::0,161::0,0
PILENORM,OBGY,TAB,12::0,69::0,11
PILORUTE EP,OBGY,CREAM,9::0,31::0,5
PILORUTE EP FORTE,OBGY,TAB,0::0,8::0,4
PIOZ 15MG STRIP OF 10 TABLETS,OBGY,STRIP,0::0,6::0,0
PIPETAZ,GENERAL SURGERY,INJ,0::0,112::0,3
PIPOBAC 4.5GM INJ,GENERAL SURGERY,INJECTION,0::0,5::0,0
PIPRATAZ 4000/500 MG INJECTION 1,GENERAL SURGERY,INJECTION,0::0,300::0,0
PIPZAM 2.25GM INJ,GENERAL SURGERY,INJECTION,0::0,5::0,0
PIPZOTAZ,GENERAL SURGERY,INJ,0::0,20::0,14
PIROTAZ,GENERAL SURGERY,INJ,0::0,5::0,0
PITOCIN INJ 1ML,OBGY,AMPOULE,18::0,0::0,18
PLACENTRAX,OBGY,GEL,2::0,17::0,2
PLACENTREX GEL 20GM,OBGY,TUBE,1::0,5::0,0
PLACIDA PLUS TABLET,OBGY,STRIP,6::0,79::0,10
PLACIDA STRIP OF 10 TABLETS,OBGY,STRIP,0::0,11::0,0
PLAIN SHEET D 301 200X120CM,HOSPITAL CPMH,PACKET,5::0,57::0,4
PLASTER OF PARIS,HOSPITAL CPMH,PACKET,0::0,0::0,0
PNEAZ,GENERAL MEDICINE,OIL,23::0,315::0,4
POLYBION LC BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,PACKET,0::0,1::0,0
POLYMED 3 WAY 13022 200 CM EXTENSION TUBE 1 NO'S,HOSPITAL CPMH,PACKET,0::0,0::0,0
POVID 10%,GENERAL SURGERY,PACKET,79::0,655::0,16
POLYBION LC BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOTTLE,0::0,3::0,0
POLYFLOW EXTENSIN,GENERAL SURGERY,SET,1::0,0::0,1
POLYMED 3 WAY 13022 200 CM EXTENSION TUBE 1 NO'S,GENERAL SURGERY,PACKET,0::0,10::0,0
POTASIUM CHLORIDE,HOSPITAL CPMH,INJ,0::0,18::0,0
POTASSIUM CHLORIDE INJ 10ML,HOSPITAL CPMH,INJECTION,4::0,50::0,3
POTASSIUM PERMANGANAT CRY 20GM,HOSPITAL CPMH,BOTTLE,4::0,5::0,4
POTCL INJ 10ML,HOSPITAL CPMH,INFUSION,0::0,10::0,0
POVID 10%,OBGY,SOLUTION,48::0,100::0,1
POVID 7.5%,GENERAL SURGERY,SCRUB,0::0,10::0,0
POVIDON,GENERAL SURGERY,SOLUTION,0::0,20::0,20
PRASUTI PADS,OBGY,PAD,0::0,149::0,0
PRAZOBACT 4.5GM INJ,GENERAL MEDICINE,INJECTION,1::0,21::0,1
PREGABA NT STRIP OF 10 TABLETS,OBGY,STRIP,0::0,14::0,4
PREGABCTIN M,OBGY,CAP,0::0,2::0,0
PREGABID 50MG CAPSULE,OBGY,STRIP,0::0,2::0,0
PREGABID 75MG CAPSULE,OBGY,STRIP,0::0,1::0,0
PREGABID D 50 STRIP OF 10 CAPSULES,OBGY,STRIP,0::5,27::0,0
PREGABNYL NTM 75MG/1500MCG/10MG TABLET 10,OBGY,STRIP,0::0,3::0,1
PREGAFAB NT,OBGY,TAB,0::0,3::0,0
PREGAKEM PREGNANCY KIT 1'S,OBGY,BOX,1::0,0::0,1
PREGALYV M STRIP OF 10 CAPSULES,OBGY,STRIP,0::0,3::0,0
PREGNA CREAM 100GM,OBGY,TUBE,0::0,2::0,1
PREVELON ANTISEPTIC DISINFECTANT LIQUID 100 ML,HOSPITAL CPMH,BOTTLE,1::0,10::0,1
PREVLON SOLU,GENERAL SURGERY,SOLUTION,3::0,24::0,3
PRIME PAD,GENERAL SURGERY,SOFT ROLL,13::0,70::0,25
PRIME POP,GENERAL SURGERY,PREMIUM,8::0,66::0,18
PRIME,GENERAL SURGERY,POP,9::0,83::0,6
PRIMOLUT N 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::8,19::0,0
PRO-EASE,GENERAL MEDICINE,PADS,5::0,151::0,6
PROGYNOVA 1MG STRIP OF 21 TABLETS,OBGY,STRIP,0::0,1::0,0
PROGYNOVA 1MG STRIP OF 28 TABLETS,OBGY,STRIP,0::0,0::0,0
PROGYNOVA 2MG STRIP OF 28 TABLET,OBGY,STRIP,0::0,2::0,0
PROLENE 1 0 NW 843,GENERAL MEDICINE,BOX,7::0,27::0,6
PROLENE 1 NW 840,GENERAL MEDICINE,BOX,0::0,1::0,0
PROLENE 2-0 NW 807,GENERAL MEDICINE,PACKET,4::0,3::0,4
PROLENE 2-0 RB NW844,GENERAL MEDICINE,BOX,8::0,16::0,6
PROLENE 2 0 NW 807,GENERAL MEDICINE,BOX,0::0,1::0,0
PROLENE 3 0 NW 825,GENERAL MEDICINE,BOX,,10::0,3
PROLENE 3 0 NW 838,GENERAL MEDICINE,BOX,0::0,11::0,3
PROLENE 4 0 NW 849,GENERAL MEDICINE,BOX,2::0,2::0,2
PROLENE,GENERAL SURGERY,4,1::0,7::0,1
PROLENE 5 0 NW 881,GENERAL MEDICINE,BOX,4::0,6::0,4
PROLENE 6 0 NW 829,GENERAL MEDICINE,BOX,1::0,9::0,0
PROLENE 7 0 W 8704,GENERAL MEDICINE,BOX,1::0,10::0,6
PROLENE MESH 15CMX15CM,HOSPITAL CPMH,PACKET,0::0,1::0,0
PROLENE MESH 7.6 15CM,GENERAL SURGERY,PACKET,1::0,1::0,1
PROLIFRAC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,11::0,0
PROLOMET AM 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
PROLOMET XL 25,GENERAL MEDICINE,TAB,0::0,5::0,0
PROLOMET XL 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2::0,80::0,0
PROLOMET XL 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4::5,5::0,4
PROLUS,GENERAL SURGERY,MESH,3::0,5::0,3
PROLUS MESH,GENERAL SURGERY,30*30,0::0,1::0,0
PROLUS MESH 7.6*15 CM,GENERAL SURGERY,1,0::0,3::0,0
PROLUS MESH,GENERAL SURGERY,HERNIA MESH,0::0,13::0,0
PROLUTON DEPOT 250MG INJ 1ML,ORTH,AMPOULE,0::0,1::0,1
PROLUTON DEPOT 500MG INJ 2ML,ORTH,AMPOULE,0::0,1::0,1
