Medicine,Opening Stock,Purchase,Sales,Closing Stock
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
NOSTRA CR 10MG TAB 10'S,0::0,0,0::4,0::5
PANEASE DSR CAP 10S,21::0,0,0::2,8
TAXIM OF TAB 10,31::0,0,0::4,9
ULTRAKING  TAB 15S,0::0,0,0::2,3::10
AMPIROK 375 TAB 10,3::1,0,0::5,5::6
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
MONTICOPE A STRIP OF 10 TABLETS,0::5,0,0::5,0
TUSQ X BOTTLE OF 100ML EXPECTORANT,0::0,0,1,1
AVIL  INJ 2ML INJ 2ML AMPULS,5::0,0,1,0
BLOOD SET POLYMED BLOOD SET 1,31::0,0,1,19
DEXALAB INJ,75::0,0,1,28
DISPOVAN SYRINGE 10ML,161::0,0,1,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,1,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 18G,6::0,0,1,3
LASIX INJ 4ML,30::0,0,1,13
HUCOG 10000IU INJECTION,0::0,0,1,0
MEFTAL FORTE TAB 10S,0::0,0,0::2,0::8
ARGIHOPE 1000MG TABLET,0::0,0,0::5,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,0::6,0::-2
MINAGEST 200MG CAPSULE,62::3,0,0::5,47::8
ACICA MR TAB 10S,16::4,0,1,20::6
ENZOX PLUS TABLET,0::0,0,1,3::2
ESOIN DSR CAP 10S,0::0,0,1,0::6
QRVITA GOLD SACHET 5GM,0::0,0,10,0
ACICA MR TAB 10S,16::4,0,1,20::6
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,0,1,0
ONFUROX 500 MG TAB 10S,34::5,0,1,0
VEINFLUX NC  TAB 10,3::5,0,1,2
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::2,0::3
TOTALAX NF SYP 100ML,1::0,0,1,0
SYCATRYZ OINT 25GM,0::0,11,0,10
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
CELFAST INFLA STRIP OF 15 TABLETS,18::0,0,0::10,1::10
CLARIBID 500MG STRIP OF 10 TABLETS,0::8,0,0::8,0
CLARIBID 500MG STRIP OF 10 TABLETS,2::0,0,0::2,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
FRACKSTAR TAB 10S,0::0,0,1,3
NUROLITE INJECTION 2ML,47::0,0,1,2
RESTYL 0.5MG STRIP OF 15 TABLETS,0::10,0,0::5,0
TORIB MR 4MG STRIP OF 10 TABLETS,0::0,0,1,8
3 WAY STOP COCK 1'S,0::0,100,0,58
ARGIHOPE 1000MG TABLET,0::0,20,0,9::6
BUSCOGEN INJ 1ML,0::0,20,0,22
CUTICELL CLASSIC  DRESSING 1 PACKET,0::0,30,0,4
DISPOVAN SYRINGE 50ML,0::0,10,0,9
DNS BOTTLE 500 MILLILITRE,0::0,50,0,13
ELDERVIT 12 INJECTION 1.5ML,0::0,57,0,38
EMANZEN D TABLET,0::0,50,0,26::2
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,10::0,10,0,0
FLAMINGO ABDOMINAL BELT XL,0::0,1,0,0
FLAMINGO LUMBAR SACRO BELT LARGE 1'S,0::0,3,0,3
FLAMINGO SHOULDER  SUPPORT L,0::0,1,0,1
FLAMINGO SHOULDER SUPPORT MEDIUM,0::0,1,0,1
FOLYS CATHATER NO 14 CATHATAR 1,1::0,10,0,4
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,0::0,100,0,57
METERKEM IV BOTTLE OF 100ML INFUSION,11::0,100,0,101
MEZOLAM INJ 10ML,0::0,10,0,1
NEEDLE NO.18*1.5,0::0,500,0,452
NICODIN 7.5 %SURGICAL SCRUB 100ML,0::0,10,0,2
NS 100ML INJECTION 100 MILLILITRE,0::0,500,0,0
NS 500ML INJECTION 500 MILLILITRE,0::0,150,0,0
SURGICAL BLADE 20,3::0,15,0,9
TOTALAX NF SYP 100ML,0::0,24,0,15
NUROLITE INJECTION 2ML,47::0,0,1,2
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,4,71
TUSQ DX COUGH SYRUP 100ML,0::0,0,1,0
ANAFORTAN STRIP OF 15 TABLETS,0::0,0,0::4,0
IBUGESIC PLUS ORANGE FLAV SUSP 60ML,0::0,0,1,2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,1,0::12
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1::5,0::4
FRACKSTAR TAB 10S,0::0,0,1::5,3
NUROLITE INJECTION 2ML,47::0,0,1,2
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
CUTICELL CLASSIC  DRESSING 1 PACKET,13::0,0,1,16
CUTICELL CLASSIC 10CM X 10CM GAUZE DRESSING,4::0,0,0,1
CUTICELL CLASSIC 10CM X 10CM GAUZE DRESSING,4::0,0,1,1
CALPOL 500MG STRIP OF 15 TABLETS,2::5,0,0::10,0
HETRODOX LB CAP 10S,11::0,0,1,6
NUZORB  TAB 2 GM,6::0,0,1,5::10
GERBISA 5MG TABLET,2::0,0,0::2,0
HIMALAYA GASEX TABLETS - 100'S,0::45,0,0::3,0
G DRESS COMFY DRESSING 14 X 7 CM WOUND PAD 3 X 10 CM GD15 100 NO'S,40::0,0,3,37
GDRESS 25 9X25CM,0::0,0,1,2
AVIL  INJ 2ML INJ 2ML AMPULS,5::0,0,2,0
DEXALAB INJ,75::0,0,2,28
NEOMOL INJ 100ML,100::0,0,5,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,6,71
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,0::0,0,1,6
KITKATH+ IV CANNULA WITH INJECTION PORT 24G,7::0,0,1,6
METERKEM IV BOTTLE OF 100ML INFUSION,0::0,0,6,59
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
REGLOMET  INJ 2ML,0::0,0,1,44
RL 500ML BOTTLE 500 MILLILITRE,1::0,0,2,0
TAXIM VIAL OF 1GM POWDER FOR INJECTION,30::0,0,4,28
TRANEMIC 500MG INJ,0::0,0,2,0
LABEBET 100MG TABLET,1::0,0,0::5,4::5
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CELFAST INFLA STRIP OF 15 TABLETS,18::0,0,0::10,1::10
ESOIN DSR CAP 10S,0::0,0,0,0::6
PANEASE DSR CAP 10S,21::0,0,1,8
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,4,71
3 WAY STOP COCK 1'S,54::0,0,1,10
CEFTRIBACT INJ 1.5GM,23::0,0,3,16
DISPOVAN SYRINGE 10ML,161::0,0,2,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,3,0
DISPOVAN SYRNGE 5ML,593::0,0,2,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
NEEDLE NO.18*1.5,180::0,0,2,0
NEOMIT 2 MG  INJ 2ML,0::0,0,4,34
NEOMOL INJ 100ML,100::0,0,2,0
NS 500ML INJECTION 500 MILLILITRE,150::0,0,2,17
PANTORIDE INJ 40MG,332::0,0,3,1
RL 500ML BOTTLE 500 MILLILITRE,1::0,0,3,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,3,71
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,3,1
NEOMIT 2 MG  INJ 2ML,0::0,0,3,34
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,0
PANTORIDE INJ 40MG,332::0,0,3,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,2,71
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,1,1
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),0::0,0,1,0
NUROLITE INJECTION 2ML,47::0,0,2,2
MS SPA 80MG TAB,8::5,0,0::5,0::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::6,0::3
EMANZEN D TABLET,21::2,0,1,0::2
ENERZIP POWDER,65::0,0,10,26
ESOIN DSR CAP 10S,0::0,0,1,0::6
IMVITA PROTIN  POWDER 200GM,40::0,0,1,11
CYCLOFIT SP TABLET,0::0,0,0::4,0
NUROKIND LC STRIP OF 15 TABLETS,0::0,0,0::4,2::11
CYCLOFIT SP TABLET,0::0,0,0::4,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
ZENFLOX UTI TABLET,0::0,0,0::5,0::1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
ADULT DIAPER  LARGE 10 PCS DIAPER 10,1::0,0,1,0
ASTHAKIND DX JUNIOR CHERRY FLAVOUR BOTTLE OF 60ML SYRUP,3::0,0,1,0
ATM 200MG BOTTLE OF 15ML SUSPENSION,0::0,0,1,1
MONTAIR LC KID SYP 60ML,0::0,0,1,2
BANDY 400MG STRIP OF 10 TABLETS,0::0,0,1,3
CHOLTRAN SACH 5GM,0::0,0,4,3
LEVEPSY 500MG TAB,0::0,0,2,0
BANDY 400MG STRIP OF 10 TABLETS,0::0,0,1,3
ESOIN DSR CAP 10S,0::0,0,1,0::6
FERICA XT TOTAL TAB 10,13::0,0,2,0
ZENFLOX PLUS 200MG TABLET,0::0,0,1::5,0
BINAFIDE  RESPULES 0.5,0::0,0,5,1
NEOMIT 2 MG  INJ 2ML,0::0,0,3,34
NS 100ML INJECTION 100 MILLILITRE,0::0,0,5,0
NS 500ML INJECTION 500 MILLILITRE,150::0,0,2,17
PANTORIDE INJ 40MG,332::0,0,2,1
RL 500ML BOTTLE 500 MILLILITRE,1::0,0,1,0
ZEMOXY INJ 1.2GM,26::0,0,3,0
ACICA SP TAB 10,6::6,0,1,7::9
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BECOZINC  CAP 30S,0::5,0,0::10,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
ABSOLUT WOMAN CAP,0::0,0,1,0
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,1,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,0
RL 500ML BOTTLE 500 MILLILITRE,1::0,0,0,0
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
3 WAY STOP COCK 1'S,54::0,0,1,10
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,14,1
DISPOVAN SYRINGE 10ML,161::0,0,5,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,5,0
DISPOVAN SYRNGE 5ML,593::0,0,5,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,3,23
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,3,0
MVI AMPOULE OF 10ML INJECTION,45::0,0,11,0
NEEDLE NO.18*1.5,180::0,0,4,0
NEOMIT 2 MG  INJ 2ML,0::0,0,14,34
NEOMOL INJ 100ML,100::0,0,6,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,30,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,11,17
PANTORIDE INJ 40MG,332::0,0,14,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,10,0
BETADINE 200MG VAG PESSARIES,1::7,0,0::6,0::6
EMANZEN D TABLET,21::2,0,1,0::2
PANEASE DSR CAP 10S,21::0,0,0::5,8
TRIS TBR TAB TAB 10 STRIP,6::0,0,0::5,0::-5
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,12,0,0::-2
DYNAPAR QPS 4 % SPRAY 15 ML,0::0,3,0,4
INDOCAP 25MG CAP,0::0,6,0,1
PAN 40MG STRIP OF 15 TABLETS,0::0,5,0,0::11
REBONAGE TAB 10S,6::0,6,0,0
TENOBEL TAB 10S,3::5,6,0,6::5
ZENFLOX PLUS 200MG TABLET,0::0,12,0,0
MEFTAL FORTE TAB 10S,0::0,0,0::3,0::8
SYLATE T 500MG TABLET,0::0,0,0::3,0::7
IMFIT TAB,21::5,0,3,28::6
MAHACORT DZ 1MG STRIP OF 10 TABLETS,5::1,0,1,4::1
QRVITA GOLD SACHET 5GM,0::0,0,5,0
ACICA MR TAB 10S,16::4,0,1,20::6
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
CELFAST INFLA STRIP OF 15 TABLETS,18::0,0,0::10,1::10
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,0::8
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
ZEMOXY INJ 1.2GM,26::0,0,1,0
ABSOLUT GOLD STRIP OF 10 CAPSULES,20::0,0,1,14
QRVITA GOLD SACHET 5GM,0::0,0,4,0
VEINFLUX NC  TAB 10,3::5,0,1,2
DABUR STRESSCOM 10 CAPS,1::0,0,1,2::5
LEFERT M TAB 10,4::0,0,2,1
FLUSHIT SYP SYR 100ML,12::0,0,1,0
ACICA MR TAB 10S,16::4,0,1,20::6
HETRODOX LB CAP 10S,11::0,0,1,6
INDOCAP 25MG CAP,0::0,0,1,0
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,0::8
REBONAGE TAB 10S,6::0,0,1,0
TORIB MR 4MG STRIP OF 10 TABLETS,0::0,0,1,8
ACICA MR TAB 10S,16::4,0,1,20::6
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1::5,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
CYCLOFIT SP TABLET,0::0,0,1,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
GUDLAX PLUS SUGAR FREE BOTTLE OF 110ML SUSPENSION,0::0,0,1,0
PILENORM TAB 10S,10::0,0,1::5,0
PILORUTE EP  CREAM 30GM,4::0,0,1,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
INDOCAP 25MG CAP,0::0,0,1,0
QLINK PD 75/20 TAB 10S,16::3,0,0::5,21::8
REBONAGE TAB 10S,6::0,0,1,0
TENOBEL TAB 10S,3::5,0,1,6::5
TORIB MR 4MG STRIP OF 10 TABLETS,0::0,0,1,8
PNEAZ  OIL 60ML,7::0,0,1,4
ROZAVEL A 75MG STRIP OF 10 CAPSULES,1::0,0,0,2
TELMIKIND H 40MG STRIP OF 10 TABLETS,0::3,0,0,1::3
CYCLOFIT SP TABLET,0::0,0,1,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
MS SPA 80MG TAB,8::5,0,0::5,0::9
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
CELFAST INFLA STRIP OF 15 TABLETS,18::0,0,0::10,1::10
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,0::3
NUZORB  TAB 2 GM,6::0,0,1,5::10
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,10::0,0,1,0
GENTIAN VIOLET 1 ML SOLUTION 15 ML,1::0,0,1,0
FRACKSTAR TAB 10S,0::0,36,0,3
ADULT DIAPER  LARGE 10 PCS DIAPER 10,3::0,0,2,1
GDRESS 25 9X25CM,0::0,0,1,2
ADULT DIAPER PULL UPS XL DIAPER 1,10::0,0,0,8
CIR BED BATH WIPES 10S,39::0,0,1,11
LOWCAP 40MG INJECTION,11::0,0,1,3
ALLERCET COLD TABLET,5::0,0,0::5,10::4
ANTI D  INJ 150MCG,1::0,0,1,0
COTTON BANDAGE 15CMX9M,18::0,0,1,0
CUTICELL CLASSIC  DRESSING 1 PACKET,13::0,0,1,16
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,10::0,0,2,0
BRUTAFLAM MR 4MG STRIP OF 10 TABLETS,0::0,0,0::5,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
NUZORB  TAB 2 GM,6::0,0,0::5,5::10
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
ENEMA BOTLE ENEMA 1,17::0,0,1,12
EXAMINATION GLOVES LOOSE (M),1246::0,0,20,380
METERKEM IV BOTTLE OF 100ML INFUSION,33::0,0,3,0
NEOMIT 2 MG  INJ 2ML,0::0,0,5,34
NEOMOL INJ 100ML,100::0,0,2,0
PANTORIDE INJ 40MG,332::0,0,5,1
REETAC INJ 2ML,65::0,0,2,0
TRENTAL 400MG STRIP OF 15 TABLETS,0::0,0,0::10,0
ADULT DIAPER PULL UPS XL DIAPER 1,10::0,0,1,8
THROMBOTROY QPS SOLUTION (PHLEBOTROY QPS),0::0,0,1,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
EVACEF 1GM INJ,8::0,0,2,0
GENTAVEE 2ML INJ AMP,90::0,0,2,52
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,29::0,0,1,1
METERKEM IV BOTTLE OF 100ML INFUSION,33::0,0,2,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,2,1
PANTORIDE INJ 40MG,332::0,0,1,1
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,2,1
DNS BOTTLE 500 MILLILITRE,75::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,5,1
PANTORIDE INJ 40MG,332::0,0,2,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,3,0
CANDIFORCE 200MG CAP 10'S,0::0,0,0::5,0::5
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,5,1
DISPOVAN SYRINGE 10ML,161::0,0,1,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,2,0
DNS BOTTLE 500 MILLILITRE,75::0,0,2,0
NEOMIT 2 MG  INJ 2ML,0::0,0,5,34
NEOMOL INJ 100ML,100::0,0,5,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,6,1
NUROKIND GOLD INJECTION,0::0,0,2,1
PANTORIDE INJ 40MG,332::0,0,5,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,3,0
GRANIFORCE MD TABLET,5::0,0,0::5,0
PANEASE DSR CAP 10S,21::0,0,0,8
NEOMOL INJ 100ML,100::0,0,2,0
BILAMBIC M STRIP OF 10 TABLETS,0::0,0,0::5,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
CYCLOFIT SP TABLET,0::0,0,1,0
FLAGYL 400MG TABLET,5::0,0,1,1
GUDLAX PLUS SUGAR FREE BOTTLE OF 110ML SUSPENSION,0::0,0,1,0
IMVITA PROTIN  POWDER 200GM,40::0,0,1,11
NEOMIT 2 MG  INJ 2ML,0::0,0,1,34
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,1,0
ZEMOXY INJ 1.2GM,26::0,0,3,0
DISPOVAN SYRINGE 10ML,0::0,0,1,33
FOLYS CATHATER NO 14 CATHATAR 1,4::0,0,1,1
LIGNOSON  GELLY 30GM,26::0,0,1,20
NULIFE  GLOVES 6.5 GLOVES 1,20::0,0,1,10
URO BAG 10,22::0,0,1,9
3 WAY STOP COCK 1'S,54::0,0,1,10
DISPOVAN SYRINGE 10ML,161::0,0,4,0
DISPOVAN SYRNGE 5ML,593::0,0,4,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
FOLYS CATHATER NO 14 CATHATAR 1,4::0,0,1,1
GENTAVEE 2ML INJ AMP,90::0,0,4,52
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
NEEDLE NO.18*1.5,180::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,10,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,5,17
PANTORIDE INJ 40MG,332::0,0,4,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,5,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,6,71
URO BAG 10,22::0,0,1,9
ZEMOXY INJ 1.2GM,26::0,0,4,0
BECOZINC  CAP 30S,0::0,5,0,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,10,0,0::12
CANDITRAL SB STRIP OF 10 CAPSULES,1::5,2,0,0::5
GERIPOD 8MG CAPSULE,0::0,5,0,4
NUFORCE 150MG TABLET 2'S,0::0,12,0,10::1
PREGABA NT STRIP OF 10 TABLETS,0::0,6,0,4
TESS PASTE 5GM,4::0,6,0,5
UDILIV 150MG STRIP OF 15 TABLETS,0::0,3,0,0::10
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,1,0::-2
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CYCLOFIT SP TABLET,0::0,0,1,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
ASCORIL LS JUNIOR BOTTLE OF 60ML EXPECTORANT,0::0,0,1,0
IBUGESIC PLUS ORANGE FLAV SUSP 60ML,0::0,0,1,2
LEVOLIN 0.31MG PACKET OF 10*2.5ML RESPULES,0::0,0,2,0
CHYMORAL FORTE STRIP OF 20 TABLETS,0::5,0,0::5,0
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
ONFUROX 500 MG TAB 10S,34::5,0,0::4,0
TRAMADIN PLUS TAB 10'S,0::0,0,0::5,0::7
ACICA MR TAB 10S,16::4,0,1,20::6
ESOIN DSR CAP 10S,0::0,0,1,0::6
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
3 WAY STOP COCK 1'S,54::0,0,1,10
BUSCOGEN INJ 1ML,14::0,0,2,0
DISPOVAN SYRINGE 10ML,161::0,0,2,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,2,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
EVACEF 1GM INJ,8::0,0,3,0
GENTAVEE 2ML INJ AMP,90::0,0,3,52
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,29::0,0,1,1
METERKEM IV BOTTLE OF 100ML INFUSION,0::0,0,3,59
NEEDLE NO.18*1.5,180::0,0,2,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,8,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,2,17
PANTORIDE INJ 40MG,332::0,0,3,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,2,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,2,71
TOSSEX DMR KIWI FLAV SF SYP 100ML,3::0,0,1,1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CABGOLIN 0.5MG TABLET,0::0,0,1,1
MENOHELP PLUS SYP 200ML,0::0,0,1,0
NOVELON STRIP OF 21 TABLETS,1::0,0,1,2
ARGIHOPE 1000MG TABLET,0::0,0,1::5,0
IMVITA PROTIN  POWDER 200GM,40::0,0,1,11
HEALTH OK BOTTLE OF 200ML SYRUP,115::0,0,1,72
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,18::4,0,0::6,0::-2
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::3,0::3
DUVADILAN RETARD 40MG CAP,0::0,0,2,0::5
ULTRAKING  TAB 15S,0::0,0,0::3,3::10
DABUR STRESSCOM 10 CAPS,1::0,0,0::1,2::5
TAXIM OF TAB 10,31::0,0,0::6,9
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
D PAIN AQ INJ 1ML,19::0,0,4,2
DEXALAB INJ,75::0,0,1,28
ANKLE BINDER LARGE 1,3::0,0,1,3
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
CANDITRAL SB STRIP OF 10 CAPSULES,1::5,0,0::5,0::5
MEFTAL FORTE TAB 10S,0::0,0,0::3,0::8
OVABLESS MYO ORANGE FLAVOUR STRIP OF 10 CHEWABLE TABLETS,0::0,0,1,13::5
ULTRAKING  TAB 15S,0::0,0,0::3,3::10
DISPOVAN SYRINGE 20ML,10::0,0,5,0
NULIFE GLOVES 7.5 1'S,94::0,0,5,42
SPIROMETER,3::0,0,1,2
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,0
ACICA MR TAB 10S,16::4,0,1,20::6
ESOIN DSR CAP 10S,0::0,0,1,0::6
FRACKSTAR TAB 10S,0::0,0,0::5,3
NUZORB  TAB 2 GM,6::0,0,1::5,5::10
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,10
DABUR STRESSCOM 10 CAPS,1::0,0,3,2::5
FEMILON TABLET,7::0,0,1,4
ARGIHOPE 1000MG TABLET,0::0,0,2,0
ECOSPRIN 75MG STRIP OF 14 TABLETS,7::8,0,1::6,0::5
BECOZINC  CAP 30S,0::5,0,0::10,0
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CIPLOX 500MG TABLET,4::6,0,2,0
CUTICELL CLASSIC  DRESSING 1 PACKET,13::0,0,1,16
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,0::3
ESOIN DSR CAP 10S,0::0,0,1,0::6
STILOZ 50MG TAB 15'S,2::5,0,1::5,3::5
ACICA MR TAB 10S,16::4,0,1,20::6
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,2,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
FRACKSTAR TAB 10S,0::0,0,1::5,3
TENOBEL TAB 10S,3::5,0,1::5,6::5
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,0
CALCIWAY D3 STRIP OF 15 TABLETS,0::10,0,0::10,0
FLANZEN 5MG TABLET,0::0,0,1,0
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
VITANEO D3 600000 IU INJECTION 6 ML,0::0,0,1,0
ACICA MR TAB 10S,16::4,0,0::5,20::6
BECOZINC  CAP 30S,0::5,0,0::5,0
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::5,0::12
INDOCAP 25MG CAP,0::0,0,0::5,0
REBONAGE TAB 10S,6::0,0,0::5,0
VERTEFLEX 10 10,13::4,0,0::5,3::9
ASCORIL LS JUNIOR BOTTLE OF 60ML EXPECTORANT,0::0,5,0,1
ATM 200MG BOTTLE OF 15ML SUSPENSION,0::0,5,0,1
BETADINE 2% GARGLE MINT 50ML,0::0,5,0,1
CIPLOX 500MG TABLET,0::0,5,0,2::5
CITAL UTI BOTTLE OF 100ML SUSPENSION,0::0,2,0,2
COLICAID DROPS 15ML,0::0,2,0,2
DUVADILAN RETARD 40MG CAP,0::0,5,0,0::5
GUDLAX PLUS SUGAR FREE BOTTLE OF 110ML SUSPENSION,0::0,6,0,0
TOSSEX DMR KIWI FLAV SF SYP 100ML,0::0,5,0,1
DYNAPAR QPS 4 % SPRAY 15 ML,0::0,0,1,4
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
GRANIFORCE MD TABLET,5::0,0,1,0
PREGABA NT STRIP OF 10 TABLETS,1::0,0,1,0::5
TORIB MR 4MG STRIP OF 10 TABLETS,0::0,0,1,8
GRANIFORCE MD TABLET,5::0,0,0::5,0
CIPLADINE BOTTLE OF 10GM POWDER,18::0,0,1,4
ANGIONOX 60MG INJ,0::0,0,1,0
AMLOVAS AT 25MG STRIP OF 15 TABLETS,0::0,0,1,0
